MATK,HOTEN,SDT,EMAIL,CCCD,GIOITINH,NGAYSINH,DIEM_LOYALTY,SOTIENDATIEU,MACAPBAC
18586,Thành Vũ,0924228117,user18586@example.com,260203784230,Nam,1999-07-02,2604,16858132,3
18587,Cô Kim Nguyễn,0994695803,user18587@example.com,815083037133,Nam,1996-02-04,280,904891,2
18588,Hương Nguyễn,0967066594,user18588@example.com,240948580828,Nữ,2005-04-27,365,14597504,1
18589,Lâm Nguyễn,0976686252,user18589@example.com,740772763200,Nữ,1990-10-11,294,10941755,3
18590,Quý cô Lan Dương,0941990102,user18590@example.com,412643831043,Nữ,2005-03-04,1807,17794020,2
18591,Ngọc Đặng,0966539746,user18591@example.com,898313885908,Nam,1994-01-22,250,13892196,2
18592,Lâm Lê,0952387317,user18592@example.com,819178979706,Nữ,1992-09-23,1947,10430388,1
18593,Bảo Bùi,0999175331,user18593@example.com,249601913523,Nam,1990-11-15,1862,3728219,1
18594,Quý cô An Bùi,0916566017,user18594@example.com,926405458300,Nam,1998-12-19,4823,8273525,2
18595,Anh Trọng Nguyễn,0965872161,user18595@example.com,586587757735,Nữ,1990-10-28,2509,14804479,3
18596,Quý cô Hạnh Hoàng,0935860124,user18596@example.com,849067057293,Nam,1996-05-22,3129,7502715,3
18597,Ông Thành Vũ,0981775025,user18597@example.com,359480322752,Nữ,1995-11-08,4730,6080193,2
18598,Hải Bùi,0959335092,user18598@example.com,165603661646,Nam,2004-10-20,2942,10044891,2
18599,Chị Hạnh Vũ,0928817154,user18599@example.com,469052608595,Nam,1997-07-10,2787,19945686,2
18600,Bảo Lê,0915897746,user18600@example.com,836956345324,Nam,1993-04-07,271,2223768,2
18601,Cô Hải Dương,0915610730,user18601@example.com,797568032252,Nữ,1993-09-05,4084,3474216,2
18602,Bác Huy Mai,0922743274,user18602@example.com,656107589864,Nữ,1991-05-10,3309,18296497,1
18603,Phúc Vũ,0940472779,user18603@example.com,671477773294,Nữ,2003-11-25,2228,3709188,3
18604,Chị Lâm Nguyễn,0999820332,user18604@example.com,402805142673,Nữ,1990-02-01,1984,1954512,2
18605,Nhiên Bảo Dương,0980020229,user18605@example.com,486848341983,Nữ,1999-01-02,3315,4651941,2
18606,Duyên Hoàng,0950030666,user18606@example.com,412138708774,Nam,1998-04-17,2487,9382555,3
18607,Nam Mai,0995234534,user18607@example.com,350444649919,Nam,2004-02-04,2620,2841546,1
18608,Quý cô Lâm Vũ,0984524097,user18608@example.com,687532988614,Nữ,1998-12-20,2051,9875400,1
18609,Bảo Thế Nguyễn,0977858552,user18609@example.com,983759022268,Nữ,1990-12-10,3341,16942324,3
18610,Bác Hưng Lê,0913100257,user18610@example.com,452644920981,Nam,1999-09-22,1250,16454225,2
18611,Bảo Hoàng,0928545596,user18611@example.com,584637441029,Nữ,1997-07-13,893,19753453,3
18612,Anh Lê,0951905849,user18612@example.com,259132154214,Nữ,1990-04-02,741,11620262,2
18613,Bác Hưng Trần,0993488569,user18613@example.com,220605094816,Nam,1998-02-05,2478,16974860,2
18614,Bà Vi Lê,0944434430,user18614@example.com,850249486617,Nam,1994-02-02,1905,370896,1
18615,Kim Hữu Dương,0992239866,user18615@example.com,423266728815,Nam,1995-08-15,3244,13959848,3
18616,Lâm Phạm,0967575169,user18616@example.com,797273925077,Nữ,1990-02-27,3416,19458053,2
18617,An Dương,0982272130,user18617@example.com,633397021261,Nam,2002-10-13,113,16147478,2
18618,Phương Phú Hoàng,0967017297,user18618@example.com,460181657421,Nữ,1998-08-17,3658,6788318,1
18619,Bà Nhật Dương,0965949965,user18619@example.com,326198268895,Nam,1999-08-12,188,14167742,2
18620,Vi Dương,0950768119,user18620@example.com,985570274738,Nữ,2000-08-10,3569,8179313,2
18621,An Mai Dương,0914545252,user18621@example.com,957997788261,Nữ,1999-06-11,4107,13810435,1
18622,Mai Phạm,0961443924,user18622@example.com,348697572872,Nữ,1995-07-10,4493,2540220,2
18623,Hải Quang Vũ,0946067329,user18623@example.com,872737306264,Nữ,1993-07-25,1380,15371418,1
18624,Kim Phú Bùi,0922149361,user18624@example.com,780406227795,Nam,1997-06-05,4926,17619758,2
18625,Anh Trọng Bùi,0997227352,user18625@example.com,634717155560,Nam,1990-12-31,1163,874082,1
18626,Anh Dương,0921296299,user18626@example.com,363781635042,Nữ,1993-01-09,4959,1506416,2
18627,Ông Nam Hoàng,0962861040,user18627@example.com,510496933916,Nam,1995-08-09,386,11417340,2
18628,Bà Ngọc Phạm,0942860512,user18628@example.com,384430011030,Nữ,1994-10-15,2720,1995185,3
18629,Phương Lê,0943227049,user18629@example.com,471468458166,Nữ,2003-03-28,2870,10569211,2
18630,Phúc Trí Dương,0954920055,user18630@example.com,829348749122,Nữ,1990-05-13,2925,2189824,2
18631,Duyên Mai,0946535492,user18631@example.com,630304009389,Nam,2004-12-17,3643,5023148,1
18632,Cô Hạnh Nguyễn,0989893171,user18632@example.com,868762920793,Nữ,2002-05-24,2642,1931032,3
18633,Xuân Vũ,0910981296,user18633@example.com,972954817664,Nữ,1991-10-30,1188,2925441,1
18634,Khoa Đặng,0999008949,user18634@example.com,695971323547,Nam,2003-07-24,2249,55046,2
18635,Vi Lê,0960102589,user18635@example.com,305542630360,Nữ,2002-11-28,607,4600455,3
18636,Chị Linh Phạm,0925780037,user18636@example.com,399754701642,Nam,2002-12-17,1427,7196356,2
18637,Thành Hữu Phạm,0949396752,user18637@example.com,814078321366,Nam,1997-09-07,4773,4197117,2
18638,Chị Kim Dương,0964002973,user18638@example.com,569784873244,Nữ,2001-07-17,3362,18234481,2
18639,Ông Phúc Đặng,0965522450,user18639@example.com,941546463727,Nam,2002-12-14,4030,11836062,1
18640,Nhật Nguyễn,0988622882,user18640@example.com,427016832514,Nữ,1993-10-04,3081,15205463,3
18641,Phương Đặng,0947603990,user18641@example.com,455830283411,Nữ,1990-05-07,476,19336493,3
18642,Bác Huy Nguyễn,0933080797,user18642@example.com,898607139652,Nam,2005-05-01,3038,1398558,3
18643,Khoa Đức Lê,0951923626,user18643@example.com,489957269756,Nữ,2001-01-20,1320,11555672,3
18644,Chị Khoa Vũ,0960478023,user18644@example.com,571444939930,Nữ,2005-05-01,833,1951128,1
18645,Vi Hoàng,0962666078,user18645@example.com,590096177485,Nữ,1993-10-05,3596,2741314,2
18646,An Dương,0923733781,user18646@example.com,303096612004,Nam,1999-08-20,4360,1943823,3
18647,Phúc Quang Nguyễn,0980002995,user18647@example.com,234350264035,Nữ,1993-09-29,4169,169164,3
18648,Ánh Hoàng,0985129306,user18648@example.com,489334906121,Nam,1993-05-27,4344,12457331,2
18649,Hạnh Hoàng Mai,0938061432,user18649@example.com,550023232760,Nam,1997-01-21,4710,9968101,1
18650,Lâm Phú Dương,0934534920,user18650@example.com,549242701617,Nam,1999-03-30,4291,14856706,2
18651,Bác Minh Dương,0957171395,user18651@example.com,345554856691,Nam,1993-01-07,3105,6162489,2
18652,Kim Đức Nguyễn,0962605362,user18652@example.com,315794987441,Nữ,1997-12-09,1354,14546307,1
18653,Chị Ngọc Trần,0935510464,user18653@example.com,857056595172,Nữ,1991-05-22,4066,17741310,1
18654,Bà Vi Dương,0995945267,user18654@example.com,463750082960,Nữ,1992-04-26,3514,15191241,2
18655,Chị Ánh Trần,0934898641,user18655@example.com,851792731192,Nữ,2000-10-03,1626,17293173,1
18656,Bà Lan Bùi,0950606061,user18656@example.com,253608996610,Nam,1998-05-09,301,4095042,2
18657,Thảo Trần,0988662293,user18657@example.com,636446434031,Nam,2003-05-18,2272,5953349,1
18658,Tùng Trí Đặng,0922020927,user18658@example.com,224135713709,Nữ,2001-04-05,1777,14836372,3
18659,Kim Hoàng Lê,0912448730,user18659@example.com,419175862476,Nữ,1993-04-23,4800,12612860,1
18660,Cô Hải Mai,0939519725,user18660@example.com,787564520304,Nam,1990-02-23,3512,6125857,2
18661,Hải Bảo Vũ,0978070540,user18661@example.com,596527442846,Nam,1994-03-24,801,3936253,3
18662,Trọng Hoàng Mai,0924802690,user18662@example.com,532574246417,Nữ,1990-12-16,2973,5274299,3
18663,Vũ Hoàng,0912950871,user18663@example.com,450589168548,Nam,1992-01-16,1219,19150797,3
18664,Chị Hà Hoàng,0969801393,user18664@example.com,170552836754,Nam,1996-11-17,3084,16214146,1
18665,Quý cô Khoa Mai,0968582646,user18665@example.com,936620719963,Nữ,2000-03-25,165,1639886,2
18666,Cô Thành Vũ,0980582185,user18666@example.com,883081251349,Nam,2001-05-24,108,9869314,2
18667,Quang Hoàng Dương,0914573775,user18667@example.com,559633444185,Nữ,1990-01-16,842,1997807,1
18668,Quang Hoàng,0920763387,user18668@example.com,632892773465,Nam,1992-08-11,2654,14453195,3
18669,Bảo Thị Mai,0927916061,user18669@example.com,436271840730,Nam,1996-09-18,3200,13579154,3
18670,Nhiên Bùi,0914446716,user18670@example.com,889690360030,Nữ,1990-08-01,3656,7100146,1
18671,Quý cô Kim Trần,0971108793,user18671@example.com,728236922205,Nam,2002-02-22,4819,11357989,1
18672,Nhật Phú Dương,0957028279,user18672@example.com,194929443154,Nữ,1996-06-28,3909,13242872,1
18673,Bà Mai Vũ,0925599490,user18673@example.com,329570750172,Nam,1997-02-23,4458,438789,2
18674,Yến Mai,0993492825,user18674@example.com,579102081943,Nữ,2004-10-04,2102,18222824,3
18675,Hưng Hoàng Bùi,0939160191,user18675@example.com,396757777764,Nam,1998-09-27,4849,591009,2
18676,Quang Đức Vũ,0957447087,user18676@example.com,818069546469,Nam,1997-02-27,768,4009118,3
18677,Thành Dương,0993972663,user18677@example.com,173550882875,Nữ,2000-02-15,4748,41402,2
18678,Bà Hạnh Vũ,0944901271,user18678@example.com,390050133779,Nữ,2002-04-09,4512,18285092,3
18679,Vân Vũ,0979177999,user18679@example.com,483677099732,Nam,1996-02-26,4633,1304111,3
18680,Bà Hà Dương,0999528493,user18680@example.com,850938594188,Nam,1993-08-13,207,6433042,2
18681,Bác Thành Dương,0950982801,user18681@example.com,408132115918,Nam,1998-08-21,2897,7317369,1
18682,Lâm Đặng,0958869099,user18682@example.com,617455068934,Nữ,1991-10-11,2570,10690627,2
18683,Bác Nam Trần,0975628199,user18683@example.com,955312974453,Nam,1990-04-11,4060,5644438,3
18684,Quý cô Bảo Phạm,0975002718,user18684@example.com,657975410941,Nữ,1997-08-18,141,171445,3
18685,Bác Minh Hoàng,0938693710,user18685@example.com,168818640133,Nữ,1996-04-25,152,11929894,3
18686,Dũng Vũ,0959365319,user18686@example.com,892221224267,Nam,2004-10-09,588,4932208,1
18687,Quang Phạm,0981299440,user18687@example.com,447725581355,Nam,1994-12-01,2348,17545549,3
18688,Hương Bùi,0980064038,user18688@example.com,818888612927,Nam,1990-06-06,3448,6600963,1
18689,Cô Xuân Dương,0934506668,user18689@example.com,183878210841,Nam,1996-11-14,1456,1466175,2
18690,Yến Đặng,0938677672,user18690@example.com,354800842030,Nữ,1994-08-20,3232,17617663,2
18691,Kim Lê,0967589984,user18691@example.com,527721349662,Nam,2002-03-20,2647,483656,2
18692,Hương Lê,0917852387,user18692@example.com,155487654297,Nữ,1995-09-26,3257,7658978,1
18693,Trung Hoàng Hoàng,0950607229,user18693@example.com,791730566650,Nữ,1992-07-05,209,19241367,3
18694,Mai Vũ,0967881340,user18694@example.com,554143987585,Nam,2003-11-12,4830,10257766,3
18695,Ông Minh Phạm,0942341353,user18695@example.com,572223269295,Nam,1998-02-17,4330,6622635,1
18696,Cô Bảo Trần,0978804066,user18696@example.com,997533272590,Nữ,1999-02-24,3718,10639626,2
18697,Anh Nam Đặng,0932210712,user18697@example.com,612464525572,Nam,1991-01-20,3588,2925654,1
18698,Ông Quang Nguyễn,0921355842,user18698@example.com,847949628302,Nam,2005-03-10,3047,1757977,1
18699,Bác Hoàng Phạm,0983733245,user18699@example.com,669873578796,Nữ,1994-10-24,2875,2210441,1
18700,Trung Đặng,0975355842,user18700@example.com,896082023532,Nam,1996-05-10,3499,7441376,3
18701,Bà Chi Lê,0958050935,user18701@example.com,390580205950,Nữ,1990-04-17,4578,4457097,1
18702,Hoàng Dương,0931620341,user18702@example.com,410896246270,Nữ,1998-03-02,2539,19622469,3
18703,Xuân Đặng,0991949349,user18703@example.com,599160195932,Nam,1995-07-15,2686,968991,2
18704,Hà Hữu Hoàng,0930449552,user18704@example.com,157696043050,Nữ,1991-11-18,1699,17008970,3
18705,Phúc Trần,0950038542,user18705@example.com,677327222331,Nam,1993-09-30,2053,1766106,1
18706,Kim Đặng,0965782684,user18706@example.com,153721129051,Nam,1996-01-26,2943,14097528,1
18707,Bảo Bùi,0935244132,user18707@example.com,271282583372,Nữ,2003-09-09,229,12280290,1
18708,Quý cô Ánh Phạm,0928248907,user18708@example.com,489233459366,Nữ,2005-04-14,2396,1595936,1
18709,Mai Nguyễn,0923140219,user18709@example.com,293458295553,Nữ,1998-04-20,4696,19548590,3
18710,Quý cô Mai Trần,0958417432,user18710@example.com,227656771409,Nam,1999-09-30,2723,7214062,3
18711,Quý ông Quang Vũ,0938076739,user18711@example.com,695642993177,Nữ,1998-11-05,180,3024184,2
18712,Linh Bùi,0954485557,user18712@example.com,653332987214,Nữ,1991-06-14,4168,8118030,3
18713,Ông Hưng Phạm,0944085009,user18713@example.com,662399438904,Nữ,1999-11-03,3770,11253917,3
18714,Trọng Hoàng,0932758722,user18714@example.com,840237679589,Nam,2002-03-06,3327,7087394,3
18715,Anh Quang Mai,0993790239,user18715@example.com,416293943012,Nữ,1995-09-09,224,12341818,3
18716,Hương Hoàng,0929162468,user18716@example.com,768401527247,Nữ,1994-08-15,4293,8109244,1
18717,Thành Quang Nguyễn,0931253564,user18717@example.com,534839293070,Nam,1998-01-03,1418,19212482,1
18718,Bà An Lê,0914989416,user18718@example.com,686706428060,Nam,1994-06-11,4456,5894425,3
18719,Tùng Hải Hoàng,0999524646,user18719@example.com,786425454863,Nam,2003-06-23,4342,4339010,1
18720,Hà Đặng,0939679911,user18720@example.com,681104174098,Nữ,1991-10-08,636,2493057,2
18721,Phương Đức Trần,0915259996,user18721@example.com,350015470885,Nam,2004-10-14,1508,16220412,3
18722,Chị Mai Lê,0928592582,user18722@example.com,842234206327,Nữ,2005-12-30,3065,16662184,3
18723,Anh Khoa Vũ,0984459615,user18723@example.com,877749958832,Nam,1992-09-08,1491,18484011,1
18724,Hải Đức Mai,0961955915,user18724@example.com,856547436501,Nữ,1995-02-24,3873,11244870,3
18725,An Trần,0924222290,user18725@example.com,193647273815,Nam,2005-11-05,4384,7493176,2
18726,Anh Dũng Vũ,0987481800,user18726@example.com,297948380451,Nữ,1991-11-26,4213,11300036,1
18727,Duyên Hoàng,0950520816,user18727@example.com,696446499749,Nam,2005-01-08,2456,8733796,2
18728,Lâm Đức Nguyễn,0955573621,user18728@example.com,233248284681,Nam,2002-03-29,16,14495116,3
18729,Chị Nhật Hoàng,0978875490,user18729@example.com,895926655832,Nam,1999-10-28,1994,19929167,2
18730,Bà Kim Trần,0997795153,user18730@example.com,831895947564,Nam,2003-02-11,226,3560612,1
18731,Cô Chi Lê,0955563106,user18731@example.com,519345378709,Nam,2000-04-02,3942,18215006,1
18732,Nhật Trí Đặng,0981000581,user18732@example.com,373137035531,Nữ,1998-03-01,188,2695438,1
18733,Trung Vũ,0991686468,user18733@example.com,449348114233,Nữ,1997-03-04,1379,12643964,3
18734,Ông Thành Phạm,0966410491,user18734@example.com,889161043282,Nữ,2001-07-31,1766,18754886,1
18735,Hạnh Lê,0919948444,user18735@example.com,232779898428,Nam,2002-12-02,1474,19157788,1
18736,Cô Linh Nguyễn,0915005850,user18736@example.com,697193809650,Nam,2002-05-28,4973,11173097,2
18737,Ông Hoàng Nguyễn,0998096295,user18737@example.com,194214833204,Nữ,1993-10-19,1049,2907321,2
18738,Bảo Trần,0989110916,user18738@example.com,120353385952,Nam,1994-10-02,2164,1544957,3
18739,Kim Hoàng Mai,0984060898,user18739@example.com,341464414681,Nữ,1999-07-11,4019,10257861,2
18740,Quý ông Nam Trần,0970872073,user18740@example.com,625694991529,Nữ,2005-02-08,2497,2293644,2
18741,Nhật Dương,0944157297,user18741@example.com,424625477382,Nữ,2003-03-08,666,16944857,2
18742,Anh Vũ,0921707153,user18742@example.com,118190086900,Nam,1999-09-08,1941,4239013,3
18743,Nhật Vũ,0950804142,user18743@example.com,237998630713,Nam,2002-10-29,1495,1579041,2
18744,Quang Hữu Mai,0990353374,user18744@example.com,897780610341,Nữ,1991-06-16,2267,18191241,2
18745,Quý cô Ánh Dương,0988550076,user18745@example.com,118726849288,Nữ,1994-06-30,4058,388246,2
18746,Minh Thị Phạm,0953850249,user18746@example.com,697252037851,Nữ,1995-07-27,233,8038013,1
18747,Hương Phạm,0937784046,user18747@example.com,919795673435,Nữ,2001-10-20,4679,11949201,2
18748,Lâm Văn Hoàng,0965818051,user18748@example.com,527435295980,Nữ,1996-03-15,4537,7622168,3
18749,Châu Trí Mai,0936031019,user18749@example.com,925655351043,Nam,2001-09-18,94,6427388,3
18750,Nhật Hoàng,0975593816,user18750@example.com,129960930001,Nam,2002-01-31,3221,10877108,3
18751,Anh Hưng Nguyễn,0995111073,user18751@example.com,513864337120,Nam,1993-11-03,871,9855729,2
18752,Ông Huy Đặng,0986696243,user18752@example.com,719904327331,Nữ,2000-11-01,4643,14369381,1
18753,Quý cô Lan Hoàng,0915072321,user18753@example.com,974812435395,Nữ,1996-10-30,2058,9418630,1
18754,Phúc Thế Đặng,0960668948,user18754@example.com,466924624283,Nữ,1994-08-16,1191,11053697,3
18755,Chị Kim Mai,0931060991,user18755@example.com,187052280998,Nữ,2005-06-14,413,11559735,1
18756,Nhật Trần,0966847899,user18756@example.com,870395683369,Nam,1995-10-16,474,17917558,2
18757,Chị Hạnh Hoàng,0998579342,user18757@example.com,850210322869,Nữ,2002-12-19,4208,3009439,1
18758,Anh Dũng Đặng,0954512891,user18758@example.com,337996551936,Nữ,1996-09-22,1671,6046590,1
18759,Chị Yến Bùi,0984481571,user18759@example.com,721729696391,Nữ,1998-12-19,1156,14944590,2
18760,Hưng Dương,0942508301,user18760@example.com,252584979966,Nam,2005-12-23,4249,5664722,1
18761,Bảo Văn Hoàng,0984958677,user18761@example.com,914480114012,Nam,2001-05-28,2166,11042762,3
18762,Chị Mai Nguyễn,0916794006,user18762@example.com,880249095323,Nữ,2000-01-07,4384,4527909,2
18763,Anh Hoàng Bùi,0927331472,user18763@example.com,442004909219,Nam,2003-09-15,4951,12972995,3
18764,Nhiên Lê,0980282206,user18764@example.com,300179790985,Nam,1994-08-22,2020,15610881,2
18765,Cô Vân Bùi,0973992495,user18765@example.com,839112385139,Nam,1998-09-02,268,9986082,2
18766,An Phạm,0910709798,user18766@example.com,865751045722,Nam,1998-08-13,1292,3142938,2
18767,Dương Lê,0935661453,user18767@example.com,963789881692,Nam,1999-01-03,4290,14084218,1
18768,Cô Hải Nguyễn,0961431806,user18768@example.com,381404812642,Nam,1990-03-07,3696,12246135,2
18769,Cô Nhật Phạm,0946271819,user18769@example.com,228710954809,Nam,2005-01-24,3643,1286277,2
18770,Quý cô An Hoàng,0913207012,user18770@example.com,444136565184,Nữ,2001-09-08,2688,8481561,2
18771,Ông Minh Trần,0986803952,user18771@example.com,626377741737,Nam,1998-11-16,429,14857004,1
18772,Ngọc Hoàng,0996515851,user18772@example.com,186539889237,Nam,2000-06-29,1182,12161740,2
18773,Cô Kim Đặng,0994066952,user18773@example.com,271425942147,Nữ,1999-10-15,4178,18815618,3
18774,Hạnh Hữu Bùi,0957994921,user18774@example.com,242670933066,Nam,1991-06-26,3910,3373582,2
18775,Tú Thị Đặng,0934329619,user18775@example.com,653269339172,Nam,1993-03-17,1183,11622197,3
18776,Cô Ngọc Dương,0978551824,user18776@example.com,285391926200,Nữ,2003-08-14,1166,13146564,3
18777,Thành Hoàng Đặng,0932316865,user18777@example.com,324459973810,Nữ,2000-11-29,3082,19506518,2
18778,Cô Nhật Đặng,0942253746,user18778@example.com,268981322854,Nữ,1996-03-10,1950,1823414,1
18779,Vi Bùi,0969919690,user18779@example.com,703483375532,Nam,1993-06-20,1243,11101652,1
18780,Hà Dương,0911902717,user18780@example.com,763657708072,Nam,2003-02-27,1694,752423,3
18781,Hải Quang Mai,0970544469,user18781@example.com,533970792981,Nữ,1993-02-22,3256,38062,2
18782,Nam Đức Hoàng,0936130982,user18782@example.com,111022389661,Nữ,1996-03-10,3017,4411683,2
18783,Anh Thành Hoàng,0942808133,user18783@example.com,111524365440,Nữ,1996-07-19,8,17438267,1
18784,Dũng Phạm,0997049391,user18784@example.com,469664581904,Nữ,1995-09-21,762,17211607,1
18785,An Đức Mai,0990366475,user18785@example.com,245100510230,Nam,2003-06-15,1215,9878683,3
18786,Quang Trí Đặng,0937921231,user18786@example.com,877208487363,Nam,2003-08-11,401,10561980,2
18787,An Đức Mai,0912971406,user18787@example.com,550298261867,Nữ,1996-03-11,2100,933028,2
18788,Cô Hải Vũ,0920432289,user18788@example.com,869409603204,Nam,1991-09-09,250,17212853,3
18789,Phương Vũ,0935744728,user18789@example.com,783137017241,Nữ,1998-11-07,4512,5831032,1
18790,Bảo Dương,0914437253,user18790@example.com,299819664278,Nữ,1996-03-07,3857,7332156,2
18791,Dũng Trần,0930092421,user18791@example.com,651836233935,Nam,2004-06-15,1796,5342454,1
18792,Ánh Trần,0915653850,user18792@example.com,450807242065,Nữ,1990-05-24,4579,9872425,2
18793,Khoa Đặng,0972343732,user18793@example.com,289049647956,Nữ,1995-01-31,2880,1846095,3
18794,Châu Bùi,0996675499,user18794@example.com,959793772881,Nữ,2000-05-07,3124,3450834,1
18795,Tú Trí Lê,0915442274,user18795@example.com,694450092154,Nữ,2004-02-14,3828,6458355,2
18796,Lâm Mai,0973209610,user18796@example.com,671611241992,Nữ,1993-12-27,1539,11565780,2
18797,Hưng Tấn Lê,0924174557,user18797@example.com,311266648392,Nữ,2003-08-03,4106,3847666,2
18798,Dương Phạm,0957613653,user18798@example.com,547753059012,Nam,2001-06-01,2293,9108690,3
18799,Quý ông Nhiên Lê,0982720621,user18799@example.com,548829481297,Nam,1996-10-29,3370,3938467,3
18800,Chị Vân Nguyễn,0941629881,user18800@example.com,505436943035,Nữ,2005-01-10,2718,15974533,1
18801,Cô Bảo Hoàng,0963211821,user18801@example.com,460839025713,Nam,1993-02-01,2830,12716079,2
18802,Nam Nguyễn,0935370067,user18802@example.com,386066001295,Nam,1993-06-30,3072,6467283,1
18803,Hạnh Mai,0995524638,user18803@example.com,605599852868,Nam,1990-11-11,3476,10152748,3
18804,Linh Trần,0939386578,user18804@example.com,790978495865,Nữ,1995-04-15,1258,16717415,2
18805,Quý ông Tùng Nguyễn,0914647763,user18805@example.com,253088182660,Nam,2000-03-19,3616,12684700,1
18806,Bà Nhật Dương,0954632666,user18806@example.com,936237447711,Nữ,2003-01-19,1551,18135180,3
18807,Thành Trần,0957475545,user18807@example.com,374730458029,Nữ,2000-06-30,787,2090844,3
18808,Quý cô Bảo Nguyễn,0984876899,user18808@example.com,375718436996,Nam,1997-10-06,4880,8030860,2
18809,Khoa Nguyễn,0950135642,user18809@example.com,575194666846,Nữ,1992-02-07,3498,14704734,3
18810,Yến Hoàng,0979907370,user18810@example.com,720259813494,Nữ,2004-01-23,218,9117880,1
18811,Tú Thế Hoàng,0941448964,user18811@example.com,217760854369,Nam,1994-11-14,2827,3185992,3
18812,Quý cô Kim Bùi,0915504197,user18812@example.com,500418029249,Nam,1992-11-01,4749,11401604,2
18813,Chị Hạnh Nguyễn,0974689199,user18813@example.com,570822132140,Nam,1992-08-02,2525,19778962,3
18814,Chị Hải Dương,0973405663,user18814@example.com,321511750118,Nam,1992-11-10,2513,940527,3
18815,Nhật Hải Nguyễn,0990199826,user18815@example.com,899907318920,Nữ,1997-06-04,318,4176851,2
18816,Chị Khoa Nguyễn,0916850163,user18816@example.com,723983972259,Nam,1996-04-13,1535,1153101,2
18817,Bảo Văn Dương,0978357366,user18817@example.com,145927194530,Nữ,1995-11-09,1695,13669511,1
18818,Phúc Phú Đặng,0976042436,user18818@example.com,429528933914,Nữ,2000-03-22,2984,3007777,3
18819,Vân Nguyễn,0936967697,user18819@example.com,105553903809,Nữ,2005-12-14,3159,13426562,2
18820,Bác Vũ Lê,0964664632,user18820@example.com,647986993961,Nữ,1990-06-08,2639,9563878,3
18821,Quý ông Bảo Lê,0990014303,user18821@example.com,649807791071,Nữ,1995-12-04,3547,2051441,3
18822,Quý cô Hạnh Phạm,0930458487,user18822@example.com,517566400842,Nữ,2002-05-12,2277,16433789,3
18823,Hoàng Lê,0929188002,user18823@example.com,397988411335,Nữ,2000-03-13,3578,3130481,3
18824,Ông Nhiên Dương,0946703519,user18824@example.com,257318207244,Nữ,2000-10-03,497,19853976,2
18825,Hà Hoàng,0968690222,user18825@example.com,462012769237,Nam,2002-05-25,1289,18013126,1
18826,Anh Tú Trần,0962070094,user18826@example.com,456325101279,Nam,1995-03-01,4795,14419176,1
18827,Quý cô Yến Phạm,0978702626,user18827@example.com,315099819200,Nữ,2000-06-19,156,3419432,3
18828,Thành Mai,0975642646,user18828@example.com,424153331934,Nữ,2001-08-26,1796,5104528,1
18829,Xuân Lê,0925587859,user18829@example.com,407459864667,Nữ,2000-12-02,3045,12852688,2
18830,Dương Hoàng,0967454970,user18830@example.com,669644940192,Nữ,2003-02-16,4938,18343657,3
18831,Cô Mai Vũ,0999754208,user18831@example.com,542787690230,Nam,2003-02-21,1968,1590754,1
18832,Hà Thị Lê,0949887591,user18832@example.com,691359344490,Nam,2005-06-04,2670,2642272,3
18833,Cô Bảo Hoàng,0964114785,user18833@example.com,107798010430,Nam,1990-05-09,2148,13958517,3
18834,Dũng Trần,0971596541,user18834@example.com,351164879520,Nữ,1990-10-17,746,18686580,3
18835,Dũng Quang Bùi,0961645265,user18835@example.com,955817346265,Nam,2003-10-09,2935,9536941,1
18836,Bà Hạnh Nguyễn,0955741605,user18836@example.com,297441865694,Nam,2004-04-24,450,3811531,1
18837,Anh Châu Trần,0983426457,user18837@example.com,797882319235,Nữ,1994-05-05,1359,2759923,1
18838,Vân Mai,0962320038,user18838@example.com,222552997011,Nam,2003-04-06,2234,16384033,2
18839,Hà Bảo Bùi,0983308864,user18839@example.com,742748888343,Nữ,2002-07-16,3777,9591701,1
18840,Quý cô An Đặng,0990229207,user18840@example.com,400877333802,Nam,1997-01-30,1955,5221012,1
18841,Vi Đặng,0998738309,user18841@example.com,453914231418,Nữ,1996-07-13,500,11285792,3
18842,Tú Mai,0966294754,user18842@example.com,245102927911,Nam,1990-11-29,4931,4420154,3
18843,Hải Nguyễn,0971225619,user18843@example.com,722749814238,Nam,2002-03-20,354,19567399,2
18844,Chi Đặng,0931712051,user18844@example.com,968239910798,Nữ,1996-11-08,852,9963268,2
18845,Cô Chi Dương,0990589639,user18845@example.com,164543162159,Nam,2005-05-23,4549,11130136,3
18846,Tú Phú Phạm,0987899768,user18846@example.com,690383533597,Nữ,1998-02-14,4147,17188198,1
18847,Huy Nguyễn,0914753447,user18847@example.com,693046815466,Nữ,2005-07-30,3226,15944478,3
18848,Ông Anh Đặng,0963495248,user18848@example.com,893896945285,Nam,1993-08-30,1234,3706149,3
18849,Hưng Trí Mai,0937966295,user18849@example.com,465440548978,Nữ,2002-12-16,3715,13658030,1
18850,Kim Dương,0954085972,user18850@example.com,877488510045,Nam,1995-08-07,588,2466589,3
18851,Ông Trung Phạm,0959792602,user18851@example.com,937546918409,Nam,1994-03-01,3947,15602102,1
18852,Lâm Văn Nguyễn,0952883806,user18852@example.com,558037952927,Nam,1994-03-07,4769,8916360,1
18853,Thành Bùi,0924087813,user18853@example.com,730116349079,Nam,1990-01-14,5,7309192,1
18854,Vi Đặng,0925358593,user18854@example.com,989721461036,Nam,1998-12-26,609,15657354,3
